"","X","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox.Office","WorldwideBox.Office","Trailer","MPAA_Rating_NC.17","MPAA_Rating_Not.Rated","MPAA_Rating_PG","MPAA_Rating_PG.13","MPAA_Rating_PG.13.fight..Rating.bulletin.2329..7.2.2014.","MPAA_Rating_R","Production_Method_Digital.Animation","Production_Method_Hand.Animation","Production_Method_Live.Action","Production_Method_Multiple.Production.Methods","Production_Method_Stop.Motion.Animation","Genre_Adventure","Genre_Black.Comedy","Genre_Comedy","Genre_Concert.Performance","Genre_Documentary","Genre_Drama","Genre_Horror","Genre_Multiple.Genres","Genre_Musical","Genre_Reality","Genre_Romantic.Comedy","Genre_Thriller.Suspense","Genre_Western","Running_Time","Keywords","Franchise","Production_Companies","Production_Countries","Source_Based.on.Comic.Graphic.Novel","Source_Based.on.Factual.Book.Article","Source_Based.on.Fiction.Book.Short.Story","Source_Based.on.Folk.Tale.Legend.Fairytale","Source_Based.on.Game","Source_Based.on.Movie","Source_Based.on.Musical.Group","Source_Based.on.Musical.or.Opera","Source_Based.on.Play","Source_Based.on.Real.Life.Events","Source_Based.on.Religious.Text","Source_Based.on.Short.Film","Source_Based.on.Song","Source_Based.on.Theme.Park.Ride","Source_Based.on.Toy","Source_Based.on.TV","Source_Based.on.Web.Series","Source_Compilation","Source_Original.Screenplay","Source_Remake","Source_Spin.Off","Creative_Type_Dramatization","Creative_Type_Factual","Creative_Type_Fantasy","Creative_Type_Historical.Fiction","Creative_Type_Kids.Fiction","Creative_Type_Multiple.Creative.Types","Creative_Type_Production.Countries.","Creative_Type_Science.Fiction","Creative_Type_Super.Hero","warner","Columbia","Universal_Pictures","Walt_Disney_Pictures","Marvel_Studios","Paramount_Pictures","Century_Fox","Relativity_Media","DreamWorks_Pictures","New_Line_Cinema","Dune_Entertainment","Canal_Plus","Regency_Enterprises","Lionsgate","BBC_Films","StudioCanal","Working_Title_Films","Blumhouse","BFI","France","Cine_Plus","Participant_Media","Village_Roadshow_Productions","Metro_Goldwyn_Mayer_Pictures","Year","month_Aug","month_Dec","month_Feb","month_Jan","month_Jul","month_Jun","month_Mar","month_May","month_Nov","month_Oct","month_Sep","month_Spr","Production_Countries.US","Production_Countries.NonUS"
"2351",2351,"May 17, 2013","Augustine",NA,13616,107352,107352,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,"Medical and Hospitals, Costume Drama, Academics, Study of Sexuality",0,"Dharamsala, ARP, France 3 Cinema, Darius Films, Canal Plus, Cine Plus, France Television, CNC","France",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2352",2352,"Mar 15, 2013","Upside Down",5e+07,28722,102118,26387039,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,113,"False Identity, Romance, Cross-Class Romance, Faulty Memory, Inventor",0,"Upside Down Films, Onyx Films, Transfilm Intl., Studio 37, Kinologic Films, Jouror Productions, France 2 Cinema, Canal Plus, Cine Plus, France Television","Canada,France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2353",2353,"Jan 23, 2013","La pirogue",NA,NA,8836,8836,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87,"On a Boat, Immigration, Suicide, Disaster, Rescue",0,"Les Chauves-Souris, Astou Films, Arte France Cinema, Appaloosa Films, Royal Pony Film, Studio 37, Le Centre National du Cinema et de L'Image, Canal Plus, Cine Plus, TV5 Monde, La Banque Postale Image","France,Germany,Senegal",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2354",2354,"Jan 18, 2013","Hors Satan",NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109,"Unnamed Character, Religious, Limited Dialogue, Dysfunctional Family, Step-Family, Child Abuse",0,"B3, CRRAV Nord-Pas de Calais, Le Fresnoy, Cinemage 5, Canal Plus, Cine Cinema, Contact Film, Le Centre National du Cinema et de L'Image","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2355",2355,"Dec 31, 2012","Verite si je mens! 3 la",NA,NA,NA,36960781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112,NA,0,"la Verite Production, Vertigo Films, Les Films Manuel Munz, Telegraphe, Canal Plus, Cinecinema, France 2 Cinema, M6","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2356",2356,"Nov 30, 2012","Therese Desqueyroux",NA,30206,226555,4253063,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,"Relationships Gone Wrong, Dysfunctional Family, Posthumous Release, Prescription Drug Abuse, Bigotry, Voiceover/Narration, Marriage of Convenience",0,"UGC, UGC Images, TF1 Droits Audiovisuels, France 3 Cinema, Cool Industrie, Canal Plus, Cine Plus, France Television","France",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2357",2357,"Nov 23, 2012","De rouille et d’os",19500000,27154,2061449,29393634,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,"Paralysis / Loss of a Limb, Confined to a Wheelchair, Martial Arts, Single Parent, Romance",0,"Page 114, Why Not Productions, France 2 Cinema, Les Films du Fleuve, RTBF, Lumiere, Lunanime, Canal Plus, Cine Plus, France Television","Belgium,France",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"2358",2358,"Oct 26, 2012","Mientras duermes",5e+06,NA,NA,9109597,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,108,"Home Invasion, Mental Illness, Fired, Blackmail, Voyeurism, Sex Crimes, Faked Suicide",0,"Filmax Entertainment, Castelao Producciones, Spanish Television TVE, Canal Plus, TVC","Spain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"2359",2359,"Oct 17, 2012","Holy Motors",4e+06,18866,641054,4230426,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,116,"Same Actor, Multiple Roles, Avant Garde, Unnamed Character",0,"Martine Marignac, Maurice Tinchant, Albert Prevost, Pierre Grise Productions, Theo Films, ARTE France, Pandora Filmproduktion, WDR/Arte, Canal Plus, Le Centre National du Cinema et de L'Image","France,Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"2360",2360,"Oct 12, 2012","La nouvelle guerre des boutons",NA,4737,45602,9309554,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,"World War II, Gangs, Coming of Age, War, Jewish, Nazis, First Love, Romance",0,"Le Petit Reine, TF1 Film Productions, Studio 37, Mars Films, Canal Plus","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"2361",2361,"Oct 12, 2012","L'homme qui voulait vivre s…",NA,13760,158411,158411,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114,"Lawyers, Infidelity, False Identity, Stolen Identity, Faked Death, Photography",0,"EuropaCorp, TF1 Film Productions, Ciby 2000, Canal Plus, Cinecinema","France",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"2362",2362,"Sep 21, 2012","17 filles",NA,4449,15002,71138,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,"Unexpected Pregnancy, Inspired by a True Story, Single Parent",0,"Archipel 35, ARTE France, Canal Plus, Cinecinema","France",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2363",2363,"Sep 7, 2012","[Rec] 3: Genesis",NA,3001,9600,7250600,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,"Zombies, Religious, Wedding Day, Demons, Possessed, End of the World, Prequel",1,"Canal Plus, Filmax Entertainment","Spain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"2364",2364,"Aug 31, 2012","The Tall Man",NA,NA,NA,6770790,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,"Kidnap, Life in a Small Town, Mute, Widow/Widower, Surprise Twist, Poverty, Child Abuse, Child Neglect, Early / Simultaneous Video on Demand release, Class Warfare, Voiceover/Narration",0,"SND, Radar Pictures, Minds Eye Entertainment, Forecast Pictures, Highwire Pictures, Iron Ocean Films, M6, Canal Plus","United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"2365",2365,"Aug 24, 2012","Les petits mouchoirs",2.5e+07,25654,205505,48530887,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154,"Unrequited Love, LGBT, Closeted Homosexual, Summer Vacation, Narcotics, Infidelity, Mid-Life Crisis",0,"EuropaCorp, Caneo Films, Les Productions du Tresor, M6 Films, Cofinova 6, Compagnie Cinematographer Europeenne, Panache Productions, Canal Plus, Cinecinema, M6, W9","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2366",2366,"Aug 17, 2012","Poulet aux prunes",NA,11301,253705,1426898,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,"Musicians, Non-Chronological, Suicide, Depression, Same Role, Multiple Actors, Animated Sequences, Independent/Other Comics, Voiceover/Narration, Classical Music",0,"Celluloid Dreams, Manipulators, uFilm, Studio 37, Le Pacte, Lorette Productions, ARTE France, ZDF, Arte, Cinemage 5, UFund, MBB, Canal Plus, Cinecinema, Film(s)","Belgium,France,Germany",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2367",2367,"Aug 17, 2012","Les bien-aimés",NA,25825,124405,124405,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,135,"Death of a Son or Daughter, Love Triangle, Relatives Playing Relatives, 9/11, AIDS, Prostitution, Unrequited Love, Relationships Gone Wrong, Infidelity, Same Role, Multiple Actors",0,"Why Not Productions, France 2 Cinema, Sixteen Films, Negativ, Canal Plus","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2368",2368,"Aug 17, 2012","Cosmopolis",NA,56566,743636,6860624,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,109,"Wall Street, Class Warfare, Anarchists, Relationships Gone Wrong, Riches to Rags, One Day, Infidelity",0,"Paulo Branco, Martin Katz, Alfama Films, Prospero Pictures, Kinologic Films, France 2 Cinema, Telefilm Canada, Talandracas Pictures, France Television, Canal Plus, RAI Cinema, RTP, Ontario Media Development Corporation, Astral Media, Harold Greenberg Fund, Jouror Productions, Leopardo Filmes","Canada,France",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2369",2369,"Jun 22, 2012","The Invisible War",NA,19600,71968,71968,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,"Sex Crimes, Military Life, Government Corruption, War, Agitprop",0,"Chain Cmera Pictures, Girls Club Entertainment, ITVS, Independent Lens, Rise Films, Fork Films, Canal Plus, The Corporation for Public Broadcasting","United States",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"2370",2370,"Jun 20, 2012","La fille du puisatier",NA,NA,389651,11284346,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106,"Romance, World War II, Cross-Class Romance, Unexpected Pregnancy, Missing Person, Widow/Widower, Costume Drama, Life in a Small Town",0,"A.S. Films, Zack Films, Pathe, TF1 Film Productions, Canal Plus, Cinecinema","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2371",2371,"Jun 1, 2012","Chroniques sexuelles d'une …",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,"Loss Of Virginity, Relationship Advice, Voiceover/Narration, Prostitution, LGBT, Adopted Family",0,"Toloda, Monkey Pack Films, Supersonic, Canal Plus, Cine Cinema","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"2372",2372,"May 25, 2012","Les Intouchables",10800000,101053,13182281,484873045,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110,"Confined to a Wheelchair, Inspired by a True Story, Upstairs / Downstairs, Non-Chronological, Life on the Outside, Dysfunctional Family, Romance, Death of a Spouse or Fiancée / Fiancé",0,"Gaumont, Quad Films, TF1 Film Productions, Ten Films, Chaocorp, Canal Plus, Cinecinema","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2373",2373,"May 18, 2012","Polisse",8900000,16568,176988,22744132,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,127,"Police Procedural, Directing Yourself, Ensemble, Narcotics, Addiction, Domestic Abuse, Dysfunctional Family, Sex Crimes, Child Abuse, Juvenile Delinquent, Screenplay Written By the Star, Child Prostitution",0,"Les Productions du Tresor, ARTE France, Mars Films, Chaocorp, Canal Plus, Cinecinema, Arte, Cofinova 7, Manon, Wild Bunch","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2374",2374,"May 11, 2012","Et maintenant, on va où?",NA,15382,531813,531813,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,"Religious, War, Directing Yourself",0,"Les Films des Tourelles, Pathe, Les Films de Beyrouth, United Artistic Group, Chaocorp, France 2 Cinema, Prima TV, Canal Plus, Cinecinema, France Television","Egypt,France,Italy,Lebanon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2375",2375,"May 11, 2012","Poupoupidou",NA,3759,43040,87015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,"Fashion, Suicide, Reincarnation, Life in a Small Town, Writing and Writers",0,"Dharmasala, France 2 Cinema, Canal Plus, Cinecinema, France Television, La Banque Postale Image, La Sofica Soficinema","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"2376",2376,"Apr 27, 2012","Elles",NA,24286,157427,1318150,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,"Prostitution, News, Dysfunctional Family",0,"Slot Machine, Zentropa Entertainments, Canal Plus, ZDF, Liberator Productions, Polish Film Institute, Filmstiftung NRW","France,Germany,Poland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2377",2377,"Apr 20, 2012","Un amour de jeunesse",NA,21077,64925,349786,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,"Romance, First Love, Coming of Age",0,"Les Films Pelleas, Razor Films, ARTE France, Rhone-Alpes Cinema, WDR, Arte, Jouror Productions, CNC, Medienboard Berlin-Brandenburg, Canal Plus, Cinecinema","France,Germany",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2378",2378,"Apr 13, 2012","Lockout",2e+07,6231836,14326865,33943049,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,110,"Wrongfully Convicted, Prison, Rescue, Prison Break, Space Program",0,"Luc Bessan, Film District, EuropaCorp, Canal Plus","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2379",2379,"Apr 11, 2012","The Lady",NA,NA,135985,2202291,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,145,"Biography, Political, Same Actor, Multiple Roles, Twins, Romance, Government Corruption, Terminal Illness",0,"EuropaCorp, Left Bank Pictures, Canal Plus, France 2 Cinema, Telecine","France,United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2380",2380,"Apr 6, 2012","Habemus Papam",NA,31368,486902,10404075,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,"Religious, Therapists / Therapy, Anxiety and Phobias, Dead Language",0,"Sofica Coficup, Backup Films, Canal Plus, France Television, Sacher Film, Fandango Portobello, Fandango Le Pact, France 3 Cinema, RAI Cinema","France,Italy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2381",2381,"Mar 30, 2012","Intruders",NA,40746,48366,5818427,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,"Mute, Hallucinations, Possessed, Demons, Religious, Surprise Twist, Dream Sequence",0,"Universal Pictures International, Apaches Entertainment, Antena 3 Films, Canal Plus, ICAA, Ministerio de Culture","Spain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2382",2382,"Mar 9, 2012","Sound of Noise",NA,5877,24565,24565,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,"Musicians, Cult Movie, Terrorism, Police Procedural, Romance, Voiceover/Narration, Prologue, Artists, Animated Sequences, Dysfunctional Family, Intertitle, Anarchists, Non-Chronological, Deaf, Screenplay Written By the Star",0,"Wild Bunch, Bliss, Nordisk Film, Kostr-Film, Film i Skane, Film i Vast, Europasound, Touscoprod, Sofica Cinemage 3, Sveriges Television, Canal Plus, Swedish Film Institute, Danish Film Institute, Nordic Film and TV Fund, Media Programme of the European Union, Konstnarsnamnden","Denmark,France,Sweden",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2383",2383,"Feb 24, 2012","La fee",NA,NA,38399,38399,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,"Directing Yourself, Romance, Fairies, Wish Granters, Limited Dialogue, Mental Illness, Screenplay Written By the Star",0,"MK2, Courage Mon Amour, France 3 Cinema, France Television, Canal Plus, Cinecinema, BETV, Centre National du Cinema","Belgium,France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2384",2384,"Feb 24, 2012","Une vie de chat",NA,NA,287709,636080,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,"Mute, Animal Lead, Organized Crime, Young Child Dealing with the Death of a Parent, Police Procedural",0,"Folimage, Lunanime, Lumiere, Digit Anima, France 3 Cinema, Rhone-Alpes Cinema, RTBF, Films Distribution, Soficinema 4, Canal Plus, France Television, Cinecinema, Le Centre National du Cinema et de L'Image","Belgium,France,Netherlands,Switzerland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"2385",2385,"Jan 13, 2012","The Iron Lady",1.4e+07,220409,29959436,115592104,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,"Political, Biography, Non-Chronological, Breaking the Fourth Wall, Strike, Hallucinations, Faulty Memory, War, Rags to Riches, Dysfunctional Family, Class Warfare",0,"Pathe, Film4, UK Film Council, Canal Plus, Cine Plus, Goldcrest Films, DJ Films","United Kingdom",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"2386",2386,"Dec 9, 2011","Ma part du gateau",NA,4213,6850,6850,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109,"Fired, Class Warfare, Unexpected Families, Cross-Class Romance, Romance, Relationships Gone Wrong",0,"Ce Qui Me Meut, StudioCanal, France 2 Cinema, CRRAV Nord-Pas de Calais, Canal Plus, Cinecinema, France Television","France",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1
